num_passengers,trip_type,purchase_lead,length_of_stay,departure_time,flight_day,flight_duration,long_haul,extra_bags,in_flight_meals,preferred_seats
1,RoundTrip,214,31,9:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,162,18,11:00,Tue,8.83,"long haul",yes,no,no
5,RoundTrip,97,21,10:00,Wed,8.83,"long haul",yes,no,yes
2,RoundTrip,71,30,6:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,231,17,15:00,Tue,8.83,"long haul",yes,yes,yes
2,RoundTrip,163,35,12:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,62,21,3:00,Thu,8.83,"long haul",yes,no,yes
1,RoundTrip,1,18,5:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,314,19,8:00,Wed,8.83,"long haul",no,no,yes
2,RoundTrip,178,69,9:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,253,107,10:00,Wed,8.83,"long haul",no,no,no
2,RoundTrip,81,43,6:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,30,85,15:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,120,20,12:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,25,19,3:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,62,30,7:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,58,17,6:00,Wed,8.83,"long haul",yes,no,yes
4,RoundTrip,268,18,13:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,199,27,8:00,Fri,8.83,"long haul",yes,no,no
5,RoundTrip,206,17,13:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,159,29,21:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,171,35,8:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,6,18,6:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,269,29,9:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,13,22,17:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,301,121,15:00,Sun,8.83,"long haul",no,no,yes
1,RoundTrip,301,34,0:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,72,26,13:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,224,18,16:00,Tue,8.83,"long haul",yes,yes,no
3,RoundTrip,269,17,1:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,246,24,4:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,44,19,7:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,32,60,2:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,198,20,5:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,94,22,15:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,265,59,10:00,Tue,8.83,"long haul",yes,no,no
2,RoundTrip,229,20,7:00,Thu,8.83,"long haul",yes,yes,no
2,RoundTrip,282,18,16:00,Sat,8.83,"long haul",yes,no,yes
1,RoundTrip,32,48,12:00,Mon,8.83,"long haul",no,no,no
2,RoundTrip,113,47,17:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,96,20,3:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,66,203,7:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,49,40,17:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,3,49,11:00,Tue,8.83,"long haul",yes,yes,yes
2,RoundTrip,254,30,8:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,192,61,3:00,Mon,8.83,"long haul",no,yes,yes
1,RoundTrip,186,19,15:00,Sun,8.83,"long haul",no,no,no
2,RoundTrip,296,37,6:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,74,31,7:00,Wed,8.83,"long haul",yes,no,yes
1,RoundTrip,283,56,9:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,29,48,12:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,8,188,6:00,Sun,8.83,"long haul",yes,no,yes
1,RoundTrip,55,20,7:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,231,89,11:00,Sun,8.83,"long haul",no,yes,no
2,RoundTrip,250,30,12:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,132,19,8:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,123,78,15:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,54,209,12:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,156,22,8:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,26,126,7:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,285,20,14:00,Wed,8.83,"long haul",yes,no,yes
5,RoundTrip,343,43,4:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,218,27,6:00,Mon,8.83,"long haul",no,yes,no
2,RoundTrip,347,21,4:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,363,31,16:00,Sun,8.83,"long haul",yes,yes,no
4,RoundTrip,346,35,9:00,Wed,8.83,"long haul",yes,no,yes
1,RoundTrip,61,41,16:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,87,23,8:00,Tue,8.83,"long haul",no,yes,yes
1,RoundTrip,352,20,1:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,77,35,7:00,Mon,8.83,"long haul",no,yes,no
2,RoundTrip,255,33,10:00,Sat,8.83,"long haul",yes,no,no
2,RoundTrip,139,21,17:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,280,80,8:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,123,29,21:00,Thu,8.83,"long haul",no,no,no
1,RoundTrip,11,30,5:00,Mon,8.83,"long haul",no,no,no
6,RoundTrip,23,17,12:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,269,20,6:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,14,200,19:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,267,91,7:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,213,28,20:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,237,21,5:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,191,17,14:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,10,61,9:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,244,30,3:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,224,18,15:00,Sun,8.83,"long haul",no,no,no
3,RoundTrip,109,20,4:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,265,37,10:00,Thu,8.83,"long haul",yes,no,no
2,RoundTrip,75,21,9:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,119,21,22:00,Sun,8.83,"long haul",no,no,yes
1,RoundTrip,50,17,10:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,130,28,22:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,30,85,15:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,153,20,13:00,Wed,8.83,"long haul",no,no,no
2,RoundTrip,74,22,13:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,27,62,13:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,121,19,10:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,18,27,5:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,293,44,2:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,207,78,15:00,Fri,8.83,"long haul",yes,yes,yes
1,RoundTrip,280,35,2:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,82,18,11:00,Tue,8.83,"long haul",no,yes,no
1,RoundTrip,86,29,3:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,252,25,9:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,40,17,20:00,Fri,8.83,"long haul",yes,yes,no
5,RoundTrip,81,17,14:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,11,30,6:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,254,60,20:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,60,18,9:00,Mon,8.83,"long haul",yes,yes,no
2,RoundTrip,8,25,6:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,7,68,5:00,Mon,8.83,"long haul",yes,yes,no
3,RoundTrip,92,34,11:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,77,31,1:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,358,27,7:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,42,17,11:00,Sat,8.83,"long haul",no,yes,no
5,RoundTrip,301,34,10:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,269,20,6:00,Sun,8.83,"long haul",no,no,no
1,RoundTrip,161,56,10:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,182,31,6:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,27,20,8:00,Sat,8.83,"long haul",yes,no,yes
4,RoundTrip,292,22,5:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,35,255,1:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,95,26,7:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,34,28,8:00,Sat,8.83,"long haul",yes,no,no
2,RoundTrip,229,23,23:00,Wed,8.83,"long haul",no,no,no
2,RoundTrip,73,17,15:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,159,20,15:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,83,56,4:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,363,18,0:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,56,21,13:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,41,41,15:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,40,63,9:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,5,28,9:00,Mon,8.83,"long haul",yes,yes,no
2,RoundTrip,79,37,11:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,94,64,9:00,Sun,8.83,"long haul",yes,no,yes
1,RoundTrip,282,26,1:00,Sun,8.83,"long haul",yes,yes,no
2,RoundTrip,9,41,11:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,28,17,23:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,61,83,2:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,82,21,0:00,Tue,8.83,"long haul",no,no,no
3,RoundTrip,122,19,13:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,203,28,11:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,321,80,2:00,Thu,8.83,"long haul",yes,no,no
3,RoundTrip,259,21,9:00,Sat,8.83,"long haul",yes,yes,no
7,RoundTrip,321,17,1:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,83,92,6:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,46,46,10:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,107,18,1:00,Thu,8.83,"long haul",no,no,no
2,RoundTrip,186,20,17:00,Sat,8.83,"long haul",yes,yes,yes
3,RoundTrip,109,20,4:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,298,118,17:00,Sun,8.83,"long haul",no,no,no
2,RoundTrip,133,19,17:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,16,30,6:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,58,21,4:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,286,21,6:00,Sat,8.83,"long haul",yes,no,no
2,RoundTrip,349,17,17:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,97,23,6:00,Sun,8.83,"long haul",yes,yes,no
4,RoundTrip,393,17,23:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,17,79,7:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,58,21,9:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,225,107,5:00,Mon,8.83,"long haul",yes,no,yes
1,RoundTrip,125,181,13:00,Mon,8.83,"long haul",yes,no,yes
1,RoundTrip,7,20,5:00,Mon,8.83,"long haul",yes,no,no
3,RoundTrip,222,17,2:00,Wed,8.83,"long haul",yes,no,yes
2,RoundTrip,17,90,7:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,337,26,1:00,Mon,8.83,"long haul",no,yes,no
2,RoundTrip,408,22,13:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,35,21,7:00,Mon,8.83,"long haul",yes,yes,no
2,RoundTrip,162,18,8:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,52,28,14:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,329,25,15:00,Sat,8.83,"long haul",yes,yes,yes
2,RoundTrip,64,20,17:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,32,18,10:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,46,23,9:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,89,21,14:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,125,181,13:00,Mon,8.83,"long haul",yes,no,yes
3,RoundTrip,71,18,8:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,174,29,6:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,66,18,4:00,Tue,8.83,"long haul",no,yes,no
1,RoundTrip,94,92,8:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,42,21,9:00,Sun,8.83,"long haul",no,no,no
5,RoundTrip,145,47,11:00,Wed,8.83,"long haul",yes,yes,no
1,OneWay,27,1,7:00,Tue,8.83,"long haul",yes,no,no
9,RoundTrip,164,17,7:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,235,25,0:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,34,76,1:00,Sat,8.83,"long haul",yes,no,no
2,RoundTrip,74,19,9:00,Sat,8.83,"long haul",no,no,no
4,RoundTrip,74,27,9:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,3,92,6:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,203,22,2:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,194,43,9:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,155,24,23:00,Mon,8.83,"long haul",no,yes,no
1,RoundTrip,249,94,2:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,54,29,8:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,414,305,5:00,Tue,8.83,"long haul",no,no,yes
1,RoundTrip,377,19,3:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,402,31,9:00,Mon,8.83,"long haul",no,yes,no
1,RoundTrip,131,88,17:00,Tue,8.83,"long haul",yes,no,yes
1,RoundTrip,43,30,10:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,98,20,16:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,411,23,6:00,Tue,8.83,"long haul",yes,yes,yes
2,RoundTrip,291,17,3:00,Sat,8.83,"long haul",no,no,no
2,RoundTrip,318,47,4:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,136,30,17:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,152,17,2:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,287,20,13:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,279,18,7:00,Sun,8.83,"long haul",yes,no,yes
1,RoundTrip,63,278,14:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,68,26,14:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,277,21,3:00,Tue,8.83,"long haul",yes,no,yes
2,RoundTrip,331,17,13:00,Wed,8.83,"long haul",yes,yes,no
1,OneWay,12,1,19:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,246,149,11:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,359,20,7:00,Tue,8.83,"long haul",no,yes,no
1,RoundTrip,318,23,2:00,Sun,8.83,"long haul",no,no,no
1,RoundTrip,26,39,6:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,95,86,13:00,Mon,8.83,"long haul",yes,yes,yes
3,RoundTrip,57,30,15:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,70,22,5:00,Sun,8.83,"long haul",yes,yes,no
2,RoundTrip,156,63,15:00,Fri,8.83,"long haul",no,no,no
2,RoundTrip,67,25,10:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,146,22,22:00,Fri,8.83,"long haul",no,no,yes
1,RoundTrip,336,17,20:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,26,31,14:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,162,22,10:00,Thu,8.83,"long haul",yes,no,no
2,RoundTrip,207,27,4:00,Tue,8.83,"long haul",yes,yes,no
6,RoundTrip,219,17,17:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,9,20,2:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,82,17,9:00,Sun,8.83,"long haul",no,yes,no
1,RoundTrip,60,20,5:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,66,22,17:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,258,23,0:00,Sat,8.83,"long haul",yes,no,no
3,RoundTrip,168,21,1:00,Tue,8.83,"long haul",yes,no,no
2,RoundTrip,403,31,1:00,Fri,8.83,"long haul",no,yes,no
3,RoundTrip,320,29,0:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,212,78,5:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,75,44,2:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,107,49,9:00,Tue,8.83,"long haul",yes,no,no
4,RoundTrip,70,89,7:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,20,17,1:00,Tue,8.83,"long haul",yes,no,yes
1,RoundTrip,292,20,6:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,194,37,8:00,Tue,8.83,"long haul",yes,yes,yes
1,RoundTrip,40,35,7:00,Tue,8.83,"long haul",yes,yes,no
3,RoundTrip,46,88,7:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,146,21,6:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,24,18,12:00,Sun,8.83,"long haul",no,no,no
2,RoundTrip,204,20,13:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,82,23,11:00,Wed,8.83,"long haul",no,yes,no
1,RoundTrip,20,72,14:00,Sat,8.83,"long haul",yes,yes,no
1,RoundTrip,40,77,4:00,Wed,8.83,"long haul",no,no,no
4,RoundTrip,5,31,8:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,98,29,9:00,Thu,8.83,"long haul",no,no,no
1,RoundTrip,14,18,11:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,229,177,17:00,Thu,8.83,"long haul",no,no,no
1,RoundTrip,36,165,12:00,Mon,8.83,"long haul",no,no,no
2,RoundTrip,164,37,19:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,27,45,7:00,Mon,8.83,"long haul",yes,no,no
1,RoundTrip,21,32,9:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,73,39,11:00,Sat,8.83,"long haul",yes,no,yes
2,RoundTrip,177,89,11:00,Sun,8.83,"long haul",yes,yes,no
1,OneWay,29,1,2:00,Sun,8.83,"long haul",yes,no,no
4,RoundTrip,295,18,9:00,Mon,8.83,"long haul",no,yes,no
1,RoundTrip,28,37,21:00,Tue,8.83,"long haul",yes,yes,yes
3,RoundTrip,192,22,9:00,Mon,8.83,"long haul",no,no,no
2,RoundTrip,144,41,4:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,22,20,7:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,93,19,12:00,Wed,8.83,"long haul",no,yes,no
1,RoundTrip,25,28,8:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,70,183,2:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,89,28,0:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,33,17,4:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,116,25,6:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,348,36,4:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,243,162,10:00,Mon,8.83,"long haul",yes,yes,no
1,RoundTrip,204,21,9:00,Thu,8.83,"long haul",no,no,no
1,RoundTrip,225,28,8:00,Mon,8.83,"long haul",no,no,no
6,RoundTrip,39,21,8:00,Tue,8.83,"long haul",yes,no,no
3,RoundTrip,145,34,4:00,Fri,8.83,"long haul",yes,yes,no
2,RoundTrip,151,28,14:00,Thu,8.83,"long haul",no,no,no
1,RoundTrip,38,71,9:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,36,29,16:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,68,19,4:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,215,91,9:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,45,36,6:00,Fri,8.83,"long haul",no,no,no
3,RoundTrip,206,28,15:00,Mon,8.83,"long haul",yes,no,yes
1,RoundTrip,27,28,9:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,37,25,1:00,Tue,8.83,"long haul",yes,no,no
6,RoundTrip,277,22,4:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,144,30,7:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,79,32,7:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,79,90,4:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,86,18,8:00,Thu,8.83,"long haul",yes,yes,yes
3,RoundTrip,163,21,3:00,Sat,8.83,"long haul",no,no,no
2,RoundTrip,9,26,8:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,97,80,2:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,28,22,16:00,Wed,8.83,"long haul",yes,no,no
3,RoundTrip,17,109,15:00,Tue,8.83,"long haul",yes,yes,yes
2,RoundTrip,102,37,9:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,121,27,5:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,316,35,7:00,Sat,8.83,"long haul",no,no,no
1,RoundTrip,2,21,15:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,23,78,8:00,Sun,8.83,"long haul",yes,yes,no
2,RoundTrip,188,27,15:00,Wed,8.83,"long haul",yes,yes,no
2,RoundTrip,199,35,14:00,Sun,8.83,"long haul",no,no,no
1,RoundTrip,75,30,6:00,Wed,8.83,"long haul",yes,no,yes
1,RoundTrip,242,22,0:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,97,54,10:00,Sat,8.83,"long haul",no,yes,no
1,RoundTrip,11,22,0:00,Tue,8.83,"long haul",yes,no,no
3,RoundTrip,363,17,16:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,266,79,7:00,Sun,8.83,"long haul",yes,no,yes
1,RoundTrip,237,49,9:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,116,22,10:00,Tue,8.83,"long haul",yes,yes,no
2,RoundTrip,49,52,9:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,377,35,10:00,Sun,8.83,"long haul",yes,no,no
1,RoundTrip,1,39,6:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,337,41,6:00,Sat,8.83,"long haul",no,yes,yes
1,RoundTrip,63,19,8:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,292,89,9:00,Mon,8.83,"long haul",yes,yes,no
3,RoundTrip,233,29,8:00,Wed,8.83,"long haul",yes,no,yes
1,RoundTrip,60,17,17:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,105,21,8:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,16,18,6:00,Sat,8.83,"long haul",no,no,no
2,RoundTrip,114,18,0:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,282,18,3:00,Wed,8.83,"long haul",yes,yes,yes
1,RoundTrip,2,27,14:00,Fri,8.83,"long haul",yes,no,yes
1,RoundTrip,153,24,7:00,Sat,8.83,"long haul",no,yes,no
1,RoundTrip,73,87,0:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,317,30,14:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,83,140,10:00,Sun,8.83,"long haul",no,no,no
1,RoundTrip,76,85,0:00,Sun,8.83,"long haul",no,no,no
2,RoundTrip,345,20,20:00,Fri,8.83,"long haul",no,no,no
2,RoundTrip,218,38,9:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,138,31,14:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,32,42,17:00,Thu,8.83,"long haul",yes,no,no
2,RoundTrip,380,19,13:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,108,17,4:00,Sun,8.83,"long haul",no,no,no
5,RoundTrip,112,31,2:00,Thu,8.83,"long haul",yes,no,no
3,RoundTrip,163,28,21:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,290,42,1:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,263,58,4:00,Sun,8.83,"long haul",no,no,yes
1,RoundTrip,22,17,15:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,386,25,3:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,330,21,8:00,Sun,8.83,"long haul",yes,yes,no
4,RoundTrip,31,29,5:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,352,22,5:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,34,42,9:00,Mon,8.83,"long haul",yes,no,no
3,RoundTrip,52,21,15:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,394,18,19:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,98,107,4:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,113,18,8:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,8,17,1:00,Wed,8.83,"long haul",yes,yes,yes
2,RoundTrip,40,86,1:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,105,17,15:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,32,25,13:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,30,44,9:00,Sat,8.83,"long haul",yes,no,yes
1,RoundTrip,90,24,8:00,Thu,8.83,"long haul",yes,yes,yes
2,RoundTrip,44,64,7:00,Sat,8.83,"long haul",yes,no,no
4,RoundTrip,292,22,4:00,Sat,8.83,"long haul",yes,yes,no
2,RoundTrip,71,32,6:00,Mon,8.83,"long haul",yes,no,no
4,RoundTrip,153,25,5:00,Thu,8.83,"long haul",yes,yes,no
2,RoundTrip,170,23,4:00,Sat,8.83,"long haul",yes,yes,yes
2,RoundTrip,118,17,4:00,Fri,8.83,"long haul",no,no,no
2,RoundTrip,183,24,17:00,Sat,8.83,"long haul",yes,no,no
1,RoundTrip,74,42,10:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,65,88,1:00,Mon,8.83,"long haul",yes,yes,no
2,RoundTrip,8,28,7:00,Sun,8.83,"long haul",no,no,no
2,RoundTrip,55,78,7:00,Thu,8.83,"long haul",yes,yes,no
1,RoundTrip,98,20,5:00,Wed,8.83,"long haul",yes,no,no
1,RoundTrip,233,29,8:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,57,62,4:00,Sun,8.83,"long haul",no,no,no
2,RoundTrip,380,19,9:00,Mon,8.83,"long haul",yes,no,yes
2,RoundTrip,209,27,2:00,Fri,8.83,"long haul",yes,no,yes
2,RoundTrip,276,20,15:00,Thu,8.83,"long haul",no,no,no
